"rt","stimulus","key_press","stim","dim","respDir","comp","corrResp","trial_type","trial_index","time_elapsed","internal_node_id","date","vpNum","age","gender","handedness","corrCode","blockNum","trialNum"
"378","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","419","228443","0.0-9.0-76.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","138"
"342","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","422","229795","0.0-9.0-79.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","139"
"360","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","425","231164","0.0-9.0-82.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","140"
"418","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","428","232591","0.0-9.0-85.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","141"
"438","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","431","234037","0.0-9.0-88.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","142"
"368","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","77","flanker","ver","left","incomp","C","single-stim","434","235413","0.0-9.0-91.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","143"
"442","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","437","236863","0.0-9.0-94.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","144"
"366","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","440","238237","0.0-9.0-97.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","145"
"351","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","443","239596","0.0-9.0-100.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","146"
"402","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","446","241009","0.0-9.0-103.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","147"
"434","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","449","242450","0.0-9.0-106.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","148"
"412","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","452","243871","0.0-9.0-109.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","149"
"362","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","455","245240","0.0-9.0-112.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","150"
"470","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","458","246718","0.0-9.0-115.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","151"
"403","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","461","248128","0.0-9.0-118.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","152"
"555","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","464","249691","0.0-9.0-121.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","153"
"311","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","467","251015","0.0-9.0-124.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","154"
"460","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","470","252481","0.0-9.0-127.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","155"
"430","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","473","253920","0.0-9.0-130.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","156"
"315","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","476","255242","0.0-9.0-133.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","157"
"374","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","479","256625","0.0-9.0-136.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","158"
"454","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","482","258086","0.0-9.0-139.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","159"
"409","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","485","259504","0.0-9.0-142.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","160"
"330","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","488","260842","0.0-9.0-145.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","161"
"572","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","491","262422","0.0-9.0-148.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","162"
"348","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","77","flanker","ver","left","incomp","C","single-stim","494","263781","0.0-9.0-151.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","163"
"439","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","497","265228","0.0-9.0-154.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","164"
"430","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","500","266666","0.0-9.0-157.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","165"
"348","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","503","268020","0.0-9.0-160.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","166"
"404","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","506","269432","0.0-9.0-163.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","167"
"385","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","509","270822","0.0-9.0-166.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","168"
"329","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","512","272158","0.0-9.0-169.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","169"
"319","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","515","273485","0.0-9.0-172.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","170"
"386","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","67","flanker","ver","right","incomp","M","single-stim","518","274879","0.0-9.0-175.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","171"
"371","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","521","276258","0.0-9.0-178.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","172"
"352","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","524","277618","0.0-9.0-181.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","173"
"486","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","527","279113","0.0-9.0-184.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","174"
"379","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","530","280502","0.0-9.0-187.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","175"
"433","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","533","281949","0.0-9.0-190.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","176"
"537","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","536","283497","0.0-9.0-193.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","177"
"352","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","539","284860","0.0-9.0-196.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","178"
"344","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","542","286216","0.0-9.0-199.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","179"
"387","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","545","287613","0.0-9.0-202.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","180"
"425","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","548","289048","0.0-9.0-205.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","181"
"358","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","551","290415","0.0-9.0-208.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","182"
"407","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","554","291831","0.0-9.0-211.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","183"
"307","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","left","incomp","C","single-stim","557","293149","0.0-9.0-214.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","184"
"331","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","560","294491","0.0-9.0-217.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","185"
"330","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","563","295831","0.0-9.0-220.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","186"
"384","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","67","flanker","hor","right","incomp","M","single-stim","566","297224","0.0-9.0-223.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","187"
"399","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","569","298630","0.0-9.0-226.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","188"
"413","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","572","300053","0.0-9.0-229.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","189"
"387","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","575","301450","0.0-9.0-232.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","190"
"434","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","578","302893","0.0-9.0-235.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","191"
"420","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","581","304325","0.0-9.0-238.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","192"
"394","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","584","305727","0.0-9.0-241.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","193"
"443","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","587","307178","0.0-9.0-244.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","194"
"439","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","590","308624","0.0-9.0-247.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","195"
"343","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","593","309976","0.0-9.0-250.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","196"
"600","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","596","311584","0.0-9.0-253.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","197"
"356","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","599","312950","0.0-9.0-256.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","198"
"368","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","602","314326","0.0-9.0-259.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","199"
"456","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","605","315791","0.0-9.0-262.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","200"
"434","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","608","317235","0.0-9.0-265.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","201"
"290","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","right","comp","M","single-stim","611","318536","0.0-9.0-268.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","202"
"421","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","left","incomp","C","single-stim","614","319965","0.0-9.0-271.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","3","203"
"379","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","617","321354","0.0-9.0-274.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","204"
"356","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","620","322717","0.0-9.0-277.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","205"
"494","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","623","324220","0.0-9.0-280.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","206"
"305","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","626","325533","0.0-9.0-283.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","207"
"382","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","629","326924","0.0-9.0-286.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","3","208"
